ManufacturerName,CountryName,Date,TotalVaccinations
Novavax,Japan,2023-01-20,288823
Pfizer/BioNTech,Japan,2023-01-20,294353159
Moderna,Japan,2023-01-21,83127070
Novavax,Japan,2023-01-21,289404
Pfizer/BioNTech,Japan,2023-01-21,294709721
Moderna,Japan,2023-01-22,83135101
Novavax,Japan,2023-01-22,289613
Pfizer/BioNTech,Japan,2023-01-22,294803139
Moderna,Japan,2023-01-23,83141869
Novavax,Japan,2023-01-23,289901
Pfizer/BioNTech,Japan,2023-01-23,295007165
Moderna,Japan,2023-01-24,83148766
Novavax,Japan,2023-01-24,290201
Pfizer/BioNTech,Japan,2023-01-24,295216865
Moderna,Japan,2023-01-25,83155450
Novavax,Japan,2023-01-25,290422
Pfizer/BioNTech,Japan,2023-01-25,295393225
Moderna,Japan,2023-01-26,83164354
Novavax,Japan,2023-01-26,290692
Pfizer/BioNTech,Japan,2023-01-26,295567176
Moderna,Japan,2023-01-27,83181296
Novavax,Japan,2023-01-27,291285
Pfizer/BioNTech,Japan,2023-01-27,295877387
Moderna,Japan,2023-01-28,83200853
Novavax,Japan,2023-01-28,292264
Pfizer/BioNTech,Japan,2023-01-28,296174791
Moderna,Japan,2023-01-29,83207818
Novavax,Japan,2023-01-29,292923
Pfizer/BioNTech,Japan,2023-01-29,296247582
Moderna,Japan,2023-01-30,83213210
Novavax,Japan,2023-01-30,293311
Pfizer/BioNTech,Japan,2023-01-30,296394721
Moderna,Japan,2023-01-31,83217573
Novavax,Japan,2023-01-31,293725
Pfizer/BioNTech,Japan,2023-01-31,296550430
Moderna,Japan,2023-02-01,83220624
Novavax,Japan,2023-02-01,294108
Pfizer/BioNTech,Japan,2023-02-01,296651460
Moderna,Japan,2023-02-02,83225141
Novavax,Japan,2023-02-02,294419
Pfizer/BioNTech,Japan,2023-02-02,296738467
Moderna,Japan,2023-02-03,83233703
Novavax,Japan,2023-02-03,294897
Pfizer/BioNTech,Japan,2023-02-03,296907304
Moderna,Japan,2023-02-04,83244276
Novavax,Japan,2023-02-04,295564
Pfizer/BioNTech,Japan,2023-02-04,297085527
Moderna,Japan,2023-02-05,83248478
Novavax,Japan,2023-02-05,295875
Pfizer/BioNTech,Japan,2023-02-05,297115823
Moderna,Japan,2023-02-06,83252003
Novavax,Japan,2023-02-06,296308
Pfizer/BioNTech,Japan,2023-02-06,297199684
Moderna,Japan,2023-02-07,83255011
Novavax,Japan,2023-02-07,296639
Pfizer/BioNTech,Japan,2023-02-07,297293224
Moderna,Japan,2023-02-08,83258664
Novavax,Japan,2023-02-08,297141
Pfizer/BioNTech,Japan,2023-02-08,297373075
Moderna,Japan,2023-02-09,83263083
Novavax,Japan,2023-02-09,297361
Pfizer/BioNTech,Japan,2023-02-09,297446057
Moderna,Japan,2023-02-10,83271432
Novavax,Japan,2023-02-10,297927
Pfizer/BioNTech,Japan,2023-02-10,297601087
Moderna,Japan,2023-02-11,83279871
Novavax,Japan,2023-02-11,298325
Pfizer/BioNTech,Japan,2023-02-11,297645325
Moderna,Japan,2023-02-12,83282621
Novavax,Japan,2023-02-12,298608
Pfizer/BioNTech,Japan,2023-02-12,297668456
Moderna,Japan,2023-02-13,83285376
Novavax,Japan,2023-02-13,298856
Pfizer/BioNTech,Japan,2023-02-13,297733092
Moderna,Japan,2023-02-14,83287852
Novavax,Japan,2023-02-14,299056
Pfizer/BioNTech,Japan,2023-02-14,297803711
Moderna,Japan,2023-02-15,83290411
Novavax,Japan,2023-02-15,299362
Pfizer/BioNTech,Japan,2023-02-15,297865458
Moderna,Japan,2023-02-16,83293248
Novavax,Japan,2023-02-16,299603
Pfizer/BioNTech,Japan,2023-02-16,297923602
Moderna,Japan,2023-02-17,83299424
Novavax,Japan,2023-02-17,300046
Pfizer/BioNTech,Japan,2023-02-17,298038119
Moderna,Japan,2023-02-18,83307475
Novavax,Japan,2023-02-18,300642
Pfizer/BioNTech,Japan,2023-02-18,298173475
Moderna,Japan,2023-02-19,83309673
Novavax,Japan,2023-02-19,300887
Pfizer/BioNTech,Japan,2023-02-19,298193355
Moderna,Japan,2023-02-20,83311905
Novavax,Japan,2023-02-20,301207
Pfizer/BioNTech,Japan,2023-02-20,298244789
Moderna,Japan,2023-02-21,83314409
Novavax,Japan,2023-02-21,301438
Pfizer/BioNTech,Japan,2023-02-21,298303632
Moderna,Japan,2023-02-22,83317858
Novavax,Japan,2023-02-22,301882
Pfizer/BioNTech,Japan,2023-02-22,298366858
Moderna,Japan,2023-02-23,83319501
Novavax,Japan,2023-02-23,301965
Pfizer/BioNTech,Japan,2023-02-23,298375824
Moderna,Japan,2023-02-24,83325374
Novavax,Japan,2023-02-24,302632
Pfizer/BioNTech,Japan,2023-02-24,298471476
Moderna,Japan,2023-02-25,83332283
Novavax,Japan,2023-02-25,303228
Pfizer/BioNTech,Japan,2023-02-25,298574375
Moderna,Japan,2023-02-26,83334603
Novavax,Japan,2023-02-26,303630
Pfizer/BioNTech,Japan,2023-02-26,298590619
Moderna,Japan,2023-02-27,83336887
Novavax,Japan,2023-02-27,304068
Pfizer/BioNTech,Japan,2023-02-27,298630086
Moderna,Japan,2023-02-28,83338783
Novavax,Japan,2023-02-28,304288
Pfizer/BioNTech,Japan,2023-02-28,298673757
Moderna,Japan,2023-03-01,83339802
Novavax,Japan,2023-03-01,304507
Pfizer/BioNTech,Japan,2023-03-01,298700618
Moderna,Japan,2023-03-02,83341216
Novavax,Japan,2023-03-02,304751
Pfizer/BioNTech,Japan,2023-03-02,298726646
Moderna,Japan,2023-03-03,83344296
Novavax,Japan,2023-03-03,305193
Pfizer/BioNTech,Japan,2023-03-03,298782885
Moderna,Japan,2023-03-04,83348019
Novavax,Japan,2023-03-04,305641
Pfizer/BioNTech,Japan,2023-03-04,298846507
Moderna,Japan,2023-03-05,83348936
Novavax,Japan,2023-03-05,305877
Pfizer/BioNTech,Japan,2023-03-05,298857443
Moderna,Japan,2023-03-06,83350021
Novavax,Japan,2023-03-06,306134
Pfizer/BioNTech,Japan,2023-03-06,298882693
Moderna,Japan,2023-03-07,83351341
Novavax,Japan,2023-03-07,306409
Pfizer/BioNTech,Japan,2023-03-07,298913849
Moderna,Japan,2023-03-08,83352556
Novavax,Japan,2023-03-08,306627
Pfizer/BioNTech,Japan,2023-03-08,298941020
Moderna,Japan,2023-03-09,83354078
Novavax,Japan,2023-03-09,306821
Pfizer/BioNTech,Japan,2023-03-09,298965809
Moderna,Japan,2023-03-10,83357320
Novavax,Japan,2023-03-10,307299
Pfizer/BioNTech,Japan,2023-03-10,299021840
Moderna,Japan,2023-03-11,83362477
Novavax,Japan,2023-03-11,307837
Pfizer/BioNTech,Japan,2023-03-11,299079254
Moderna,Japan,2023-03-12,83363373
Novavax,Japan,2023-03-12,308063
Pfizer/BioNTech,Japan,2023-03-12,299088593
Moderna,Japan,2023-03-13,83364496
Novavax,Japan,2023-03-13,308279
Pfizer/BioNTech,Japan,2023-03-13,299113038
Moderna,Japan,2023-03-14,83365906
Novavax,Japan,2023-03-14,308410
Pfizer/BioNTech,Japan,2023-03-14,299140636
Moderna,Japan,2023-03-15,83366903
Novavax,Japan,2023-03-15,308610
Pfizer/BioNTech,Japan,2023-03-15,299164381
Moderna,Japan,2023-03-16,83368351
Novavax,Japan,2023-03-16,308789
Pfizer/BioNTech,Japan,2023-03-16,299184648
Moderna,Japan,2023-03-17,83371375
Novavax,Japan,2023-03-17,309135
Pfizer/BioNTech,Japan,2023-03-17,299230879
Moderna,Japan,2023-03-18,83375112
Novavax,Japan,2023-03-18,309457
Pfizer/BioNTech,Japan,2023-03-18,299281836
Moderna,Japan,2023-03-19,83376189
Novavax,Japan,2023-03-19,309668
Pfizer/BioNTech,Japan,2023-03-19,299289921
Moderna,Japan,2023-03-20,83377931
Novavax,Japan,2023-03-20,309973
Pfizer/BioNTech,Japan,2023-03-20,299314134
Moderna,Japan,2023-03-21,83378371
Novavax,Japan,2023-03-21,310010
Pfizer/BioNTech,Japan,2023-03-21,299317104
Moderna,Japan,2023-03-22,83379172
Novavax,Japan,2023-03-22,310154
Pfizer/BioNTech,Japan,2023-03-22,299337263
Moderna,Japan,2023-03-23,83380344
Novavax,Japan,2023-03-23,310339
Pfizer/BioNTech,Japan,2023-03-23,299357589
Moderna,Japan,2023-03-24,83383136
Novavax,Japan,2023-03-24,310669
Pfizer/BioNTech,Japan,2023-03-24,299402641
Moderna,Japan,2023-03-25,83387115
Novavax,Japan,2023-03-25,311195
Pfizer/BioNTech,Japan,2023-03-25,299455359
Moderna,Japan,2023-03-26,83388103
Novavax,Japan,2023-03-26,311518
Pfizer/BioNTech,Japan,2023-03-26,299467361
Moderna,Japan,2023-03-27,83388740
Novavax,Japan,2023-03-27,311730
Pfizer/BioNTech,Japan,2023-03-27,299489159
Moderna,Japan,2023-03-28,83389646
Novavax,Japan,2023-03-28,311960
Pfizer/BioNTech,Japan,2023-03-28,299516519
Moderna,Japan,2023-03-29,83390385
Novavax,Japan,2023-03-29,312174
Pfizer/BioNTech,Japan,2023-03-29,299539439
Moderna,Japan,2023-03-30,83391207
Novavax,Japan,2023-03-30,312302
Pfizer/BioNTech,Japan,2023-03-30,299559501
Moderna,Japan,2023-03-31,83392137
Novavax,Japan,2023-03-31,312645
Pfizer/BioNTech,Japan,2023-03-31,299596433
Moderna,Japan,2023-04-01,83392556
Novavax,Japan,2023-04-01,312738
Pfizer/BioNTech,Japan,2023-04-01,299613408
Moderna,Japan,2023-04-02,83392771
Novavax,Japan,2023-04-02,312795
Pfizer/BioNTech,Japan,2023-04-02,299615616
Moderna,Japan,2023-04-03,83392856
Novavax,Japan,2023-04-03,312861
Pfizer/BioNTech,Japan,2023-04-03,299623292
Moderna,Japan,2023-04-04,83392965
Novavax,Japan,2023-04-04,312881
Pfizer/BioNTech,Japan,2023-04-04,299632777
Moderna,Japan,2023-04-05,83393127
Novavax,Japan,2023-04-05,312921
Pfizer/BioNTech,Japan,2023-04-05,299641187
Moderna,Japan,2023-04-06,83393280
Novavax,Japan,2023-04-06,312975
Pfizer/BioNTech,Japan,2023-04-06,299647823
Moderna,Japan,2023-04-07,83393703
Novavax,Japan,2023-04-07,313166
Pfizer/BioNTech,Japan,2023-04-07,299664915
Moderna,Japan,2023-04-08,83394065
Novavax,Japan,2023-04-08,313312
Pfizer/BioNTech,Japan,2023-04-08,299687810
Moderna,Japan,2023-04-09,83394124
Novavax,Japan,2023-04-09,313371
Pfizer/BioNTech,Japan,2023-04-09,299690692
Moderna,Japan,2023-04-10,83394259
Novavax,Japan,2023-04-10,313424
Pfizer/BioNTech,Japan,2023-04-10,299697063
Moderna,Japan,2023-04-11,83394499
Novavax,Japan,2023-04-11,313454
Pfizer/BioNTech,Japan,2023-04-11,299704294
Moderna,Japan,2023-04-12,83394740
Novavax,Japan,2023-04-12,313512
Pfizer/BioNTech,Japan,2023-04-12,299710826
Moderna,Japan,2023-04-13,83394870
Novavax,Japan,2023-04-13,313559
Pfizer/BioNTech,Japan,2023-04-13,299716985
Moderna,Japan,2023-04-14,83395353
Novavax,Japan,2023-04-14,313714
Pfizer/BioNTech,Japan,2023-04-14,299733267
Moderna,Japan,2023-04-15,83395962
Novavax,Japan,2023-04-15,313865
Pfizer/BioNTech,Japan,2023-04-15,299756492
Moderna,Japan,2023-04-16,83396190
Novavax,Japan,2023-04-16,313916
Pfizer/BioNTech,Japan,2023-04-16,299759762
Moderna,Japan,2023-04-17,83396388
Novavax,Japan,2023-04-17,313962
Pfizer/BioNTech,Japan,2023-04-17,299765836
Moderna,Japan,2023-04-18,83396642
Novavax,Japan,2023-04-18,314028
Pfizer/BioNTech,Japan,2023-04-18,299772983
Moderna,Japan,2023-04-19,83396907
Novavax,Japan,2023-04-19,314073
Pfizer/BioNTech,Japan,2023-04-19,299779566
Moderna,Japan,2023-04-20,83397354
Novavax,Japan,2023-04-20,314163
Pfizer/BioNTech,Japan,2023-04-20,299785952
Moderna,Japan,2023-04-21,83397931
Novavax,Japan,2023-04-21,314361
Pfizer/BioNTech,Japan,2023-04-21,299802844
Moderna,Japan,2023-04-22,83398975
Novavax,Japan,2023-04-22,314576
Pfizer/BioNTech,Japan,2023-04-22,299829310
Moderna,Japan,2023-04-23,83399391
Novavax,Japan,2023-04-23,314619
Pfizer/BioNTech,Japan,2023-04-23,299832721
Moderna,Japan,2023-04-24,83399600
Novavax,Japan,2023-04-24,314702
Pfizer/BioNTech,Japan,2023-04-24,299839640
Moderna,Japan,2023-04-25,83399946
Novavax,Japan,2023-04-25,314745
Pfizer/BioNTech,Japan,2023-04-25,299847404
Moderna,Japan,2023-04-26,83400315
Novavax,Japan,2023-04-26,314815
Pfizer/BioNTech,Japan,2023-04-26,299854761
Moderna,Japan,2023-04-27,83400530
Novavax,Japan,2023-04-27,314911
Pfizer/BioNTech,Japan,2023-04-27,299861640
Moderna,Japan,2023-04-28,83401145
Novavax,Japan,2023-04-28,315090
Pfizer/BioNTech,Japan,2023-04-28,299880470
Moderna,Japan,2023-04-29,83401714
Novavax,Japan,2023-04-29,315192
Pfizer/BioNTech,Japan,2023-04-29,299886458
Moderna,Japan,2023-04-30,83401827
Novavax,Japan,2023-04-30,315252
Pfizer/BioNTech,Japan,2023-04-30,299889228
Moderna,Japan,2023-05-01,83402027
Novavax,Japan,2023-05-01,315314
Pfizer/BioNTech,Japan,2023-05-01,299894323
Moderna,Japan,2023-05-02,83402300
Novavax,Japan,2023-05-02,315358
Pfizer/BioNTech,Japan,2023-05-02,299899900
Moderna,Japan,2023-05-03,83402393
Novavax,Japan,2023-05-03,315388
Pfizer/BioNTech,Japan,2023-05-03,299900530
Moderna,Japan,2023-05-04,83402440
Novavax,Japan,2023-05-04,315406
Pfizer/BioNTech,Japan,2023-05-04,299901157
Moderna,Japan,2023-05-05,83402562
Novavax,Japan,2023-05-05,315440
Pfizer/BioNTech,Japan,2023-05-05,299902126
Moderna,Japan,2023-05-06,83402732
Novavax,Japan,2023-05-06,315559
Pfizer/BioNTech,Japan,2023-05-06,299909950
Moderna,Japan,2023-05-07,83402847
Novavax,Japan,2023-05-07,315582
Pfizer/BioNTech,Japan,2023-05-07,299911417
Moderna,Latvia,2020-12-04,1
Pfizer/BioNTech,Latvia,2020-12-07,2
Pfizer/BioNTech,Latvia,2020-12-09,3
Pfizer/BioNTech,Latvia,2020-12-15,4
Pfizer/BioNTech,Latvia,2020-12-16,5
Pfizer/BioNTech,Latvia,2020-12-17,6
Pfizer/BioNTech,Latvia,2020-12-18,10
Moderna,Latvia,2020-12-20,4
Pfizer/BioNTech,Latvia,2020-12-20,11
Pfizer/BioNTech,Latvia,2020-12-21,15
Pfizer/BioNTech,Latvia,2020-12-22,20
Pfizer/BioNTech,Latvia,2020-12-23,24
Pfizer/BioNTech,Latvia,2020-12-24,27
Pfizer/BioNTech,Latvia,2020-12-26,30
Pfizer/BioNTech,Latvia,2020-12-27,35
Oxford/AstraZeneca,Latvia,2020-12-28,1
Pfizer/BioNTech,Latvia,2020-12-28,644
Moderna,Latvia,2020-12-29,5
Pfizer/BioNTech,Latvia,2020-12-29,1522
Moderna,Latvia,2020-12-30,6
Pfizer/BioNTech,Latvia,2020-12-30,2323
Moderna,Latvia,2020-12-31,7
Pfizer/BioNTech,Latvia,2020-12-31,2329
Pfizer/BioNTech,Latvia,2021-01-01,2336
Pfizer/BioNTech,Latvia,2021-01-02,2338
Moderna,Latvia,2021-01-03,9
Pfizer/BioNTech,Latvia,2021-01-03,2342
Johnson&Johnson,Latvia,2021-01-04,1
Moderna,Latvia,2021-01-04,12
Pfizer/BioNTech,Latvia,2021-01-04,3047
Pfizer/BioNTech,Latvia,2021-01-05,3944
Moderna,Latvia,2021-01-06,13
Pfizer/BioNTech,Latvia,2021-01-06,4727
Johnson&Johnson,Latvia,2021-01-07,2
Moderna,Latvia,2021-01-07,14
Pfizer/BioNTech,Latvia,2021-01-07,5540
Pfizer/BioNTech,Latvia,2021-01-08,6461
Moderna,Latvia,2021-01-09,15
Oxford/AstraZeneca,Latvia,2021-01-09,3
Pfizer/BioNTech,Latvia,2021-01-09,6769
Moderna,Latvia,2021-01-10,16
Pfizer/BioNTech,Latvia,2021-01-10,7106
Moderna,Latvia,2021-01-11,22
Pfizer/BioNTech,Latvia,2021-01-11,8477
Moderna,Latvia,2021-01-12,25
Oxford/AstraZeneca,Latvia,2021-01-12,5
Pfizer/BioNTech,Latvia,2021-01-12,10113
Moderna,Latvia,2021-01-13,158
Pfizer/BioNTech,Latvia,2021-01-13,11504
Moderna,Latvia,2021-01-14,589
Oxford/AstraZeneca,Latvia,2021-01-14,7
Pfizer/BioNTech,Latvia,2021-01-14,12917
Moderna,Latvia,2021-01-15,953
Pfizer/BioNTech,Latvia,2021-01-15,14433
Sinopharm/Beijing,Latvia,2021-01-15,1
Moderna,Latvia,2021-01-16,984
Oxford/AstraZeneca,Latvia,2021-01-16,10
Pfizer/BioNTech,Latvia,2021-01-16,15075
Oxford/AstraZeneca,Latvia,2021-01-17,13
Pfizer/BioNTech,Latvia,2021-01-17,15199
Moderna,Latvia,2021-01-18,1128
Oxford/AstraZeneca,Latvia,2021-01-18,15
Pfizer/BioNTech,Latvia,2021-01-18,15913
Moderna,Latvia,2021-01-19,1190
Oxford/AstraZeneca,Latvia,2021-01-19,17
Pfizer/BioNTech,Latvia,2021-01-19,16738
Moderna,Latvia,2021-01-20,1201
Oxford/AstraZeneca,Latvia,2021-01-20,18
Pfizer/BioNTech,Latvia,2021-01-20,17516
Moderna,Latvia,2021-01-21,1205
Pfizer/BioNTech,Latvia,2021-01-21,17807
Moderna,Latvia,2021-01-22,1226
Pfizer/BioNTech,Latvia,2021-01-22,18017
Sinopharm/Beijing,Latvia,2021-01-22,2
Moderna,Latvia,2021-01-23,1227
Oxford/AstraZeneca,Latvia,2021-01-23,22
Pfizer/BioNTech,Latvia,2021-01-23,18148
Pfizer/BioNTech,Latvia,2021-01-24,18153
Johnson&Johnson,Latvia,2021-01-25,3
Moderna,Latvia,2021-01-25,1229
Oxford/AstraZeneca,Latvia,2021-01-25,24
Pfizer/BioNTech,Latvia,2021-01-25,18830
Sinopharm/Beijing,Latvia,2021-01-25,3
Moderna,Latvia,2021-01-26,1244
Oxford/AstraZeneca,Latvia,2021-01-26,25
Pfizer/BioNTech,Latvia,2021-01-26,19686
Moderna,Latvia,2021-01-27,1248
Oxford/AstraZeneca,Latvia,2021-01-27,26
Pfizer/BioNTech,Latvia,2021-01-27,20517
Johnson&Johnson,Latvia,2021-01-28,4
Moderna,Latvia,2021-01-28,1250
Oxford/AstraZeneca,Latvia,2021-01-28,28
Pfizer/BioNTech,Latvia,2021-01-28,21308
Moderna,Latvia,2021-01-29,1262
Oxford/AstraZeneca,Latvia,2021-01-29,29
Pfizer/BioNTech,Latvia,2021-01-29,22264
Moderna,Latvia,2021-01-30,1263
Oxford/AstraZeneca,Latvia,2021-01-30,34
Pfizer/BioNTech,Latvia,2021-01-30,22579
Moderna,Latvia,2021-01-31,1264
Oxford/AstraZeneca,Latvia,2021-01-31,37
Pfizer/BioNTech,Latvia,2021-01-31,22925
Moderna,Latvia,2021-02-01,1267
Oxford/AstraZeneca,Latvia,2021-02-01,39
Pfizer/BioNTech,Latvia,2021-02-01,24119
Moderna,Latvia,2021-02-02,1390
Oxford/AstraZeneca,Latvia,2021-02-02,41
Pfizer/BioNTech,Latvia,2021-02-02,25824
Moderna,Latvia,2021-02-03,1613
Pfizer/BioNTech,Latvia,2021-02-03,27238
Moderna,Latvia,2021-02-04,1725
Pfizer/BioNTech,Latvia,2021-02-04,28643
Moderna,Latvia,2021-02-05,1815
Oxford/AstraZeneca,Latvia,2021-02-05,45
Pfizer/BioNTech,Latvia,2021-02-05,30226
Sinopharm/Beijing,Latvia,2021-02-05,4
Moderna,Latvia,2021-02-06,1817
Oxford/AstraZeneca,Latvia,2021-02-06,50
Pfizer/BioNTech,Latvia,2021-02-06,30798
Johnson&Johnson,Latvia,2021-02-07,5
Oxford/AstraZeneca,Latvia,2021-02-07,53
Pfizer/BioNTech,Latvia,2021-02-07,30927
Moderna,Latvia,2021-02-08,1862
Oxford/AstraZeneca,Latvia,2021-02-08,57
Pfizer/BioNTech,Latvia,2021-02-08,31300
Moderna,Latvia,2021-02-09,1887
Oxford/AstraZeneca,Latvia,2021-02-09,79
Pfizer/BioNTech,Latvia,2021-02-09,31447
Moderna,Latvia,2021-02-10,2020
Oxford/AstraZeneca,Latvia,2021-02-10,499
Pfizer/BioNTech,Latvia,2021-02-10,31549
Moderna,Latvia,2021-02-11,2412
Oxford/AstraZeneca,Latvia,2021-02-11,1595
Pfizer/BioNTech,Latvia,2021-02-11,31864
Moderna,Latvia,2021-02-12,2760
Oxford/AstraZeneca,Latvia,2021-02-12,2769
Pfizer/BioNTech,Latvia,2021-02-12,32096
Moderna,Latvia,2021-02-13,2810
Oxford/AstraZeneca,Latvia,2021-02-13,3000
Pfizer/BioNTech,Latvia,2021-02-13,32225
Johnson&Johnson,Latvia,2021-02-14,6
Moderna,Latvia,2021-02-14,2830
Oxford/AstraZeneca,Latvia,2021-02-14,3003
Pfizer/BioNTech,Latvia,2021-02-14,32231
Sinopharm/Beijing,Latvia,2021-02-14,5
Moderna,Latvia,2021-02-15,2985
Oxford/AstraZeneca,Latvia,2021-02-15,3702
Pfizer/BioNTech,Latvia,2021-02-15,32263
Sinopharm/Beijing,Latvia,2021-02-15,6
Moderna,Latvia,2021-02-16,3245
Oxford/AstraZeneca,Latvia,2021-02-16,4860
Pfizer/BioNTech,Latvia,2021-02-16,32291
Moderna,Latvia,2021-02-17,3376
Oxford/AstraZeneca,Latvia,2021-02-17,6584
Pfizer/BioNTech,Latvia,2021-02-17,32460
Moderna,Latvia,2021-02-18,3644
Oxford/AstraZeneca,Latvia,2021-02-18,7844
Pfizer/BioNTech,Latvia,2021-02-18,32528
Moderna,Latvia,2021-02-19,3855
Oxford/AstraZeneca,Latvia,2021-02-19,8959
Pfizer/BioNTech,Latvia,2021-02-19,32591
Moderna,Latvia,2021-02-20,3876
Oxford/AstraZeneca,Latvia,2021-02-20,9692
Pfizer/BioNTech,Latvia,2021-02-20,32599
Moderna,Latvia,2021-02-21,3878
Oxford/AstraZeneca,Latvia,2021-02-21,10502
Pfizer/BioNTech,Latvia,2021-02-21,32605
Sinovac,Latvia,2021-02-21,1
Moderna,Latvia,2021-02-22,4123
Oxford/AstraZeneca,Latvia,2021-02-22,12016
Pfizer/BioNTech,Latvia,2021-02-22,32646
Sinopharm/Beijing,Latvia,2021-02-22,7
Moderna,Latvia,2021-02-23,4351
Oxford/AstraZeneca,Latvia,2021-02-23,14176
Pfizer/BioNTech,Latvia,2021-02-23,32689
Moderna,Latvia,2021-02-24,4511
Oxford/AstraZeneca,Latvia,2021-02-24,18319
Pfizer/BioNTech,Latvia,2021-02-24,32736
Moderna,Latvia,2021-02-25,4774
Oxford/AstraZeneca,Latvia,2021-02-25,22170
Pfizer/BioNTech,Latvia,2021-02-25,32839
Moderna,Latvia,2021-02-26,4987
Oxford/AstraZeneca,Latvia,2021-02-26,25222
Pfizer/BioNTech,Latvia,2021-02-26,32982
Moderna,Latvia,2021-02-27,5309
Oxford/AstraZeneca,Latvia,2021-02-27,25489
Pfizer/BioNTech,Latvia,2021-02-27,32998
Moderna,Latvia,2021-02-28,5311
Oxford/AstraZeneca,Latvia,2021-02-28,25623
Pfizer/BioNTech,Latvia,2021-02-28,33002
Moderna,Latvia,2021-03-01,5697
Oxford/AstraZeneca,Latvia,2021-03-01,26774
Pfizer/BioNTech,Latvia,2021-03-01,33249
Moderna,Latvia,2021-03-02,6427
Oxford/AstraZeneca,Latvia,2021-03-02,27906
Pfizer/BioNTech,Latvia,2021-03-02,33580
Moderna,Latvia,2021-03-03,7183
Oxford/AstraZeneca,Latvia,2021-03-03,30653
Pfizer/BioNTech,Latvia,2021-03-03,34244
Moderna,Latvia,2021-03-04,7713
Oxford/AstraZeneca,Latvia,2021-03-04,35623
Pfizer/BioNTech,Latvia,2021-03-04,34780
Johnson&Johnson,Latvia,2021-03-05,7
Moderna,Latvia,2021-03-05,8191
Oxford/AstraZeneca,Latvia,2021-03-05,39644
Pfizer/BioNTech,Latvia,2021-03-05,35134
Moderna,Latvia,2021-03-06,8277
Oxford/AstraZeneca,Latvia,2021-03-06,40350
Pfizer/BioNTech,Latvia,2021-03-06,35141
Johnson&Johnson,Latvia,2021-03-07,8
Oxford/AstraZeneca,Latvia,2021-03-07,40433
Pfizer/BioNTech,Latvia,2021-03-07,35153
Johnson&Johnson,Latvia,2021-03-08,10
Moderna,Latvia,2021-03-08,8543
Oxford/AstraZeneca,Latvia,2021-03-08,41878
Pfizer/BioNTech,Latvia,2021-03-08,35164
Moderna,Latvia,2021-03-09,8902
Oxford/AstraZeneca,Latvia,2021-03-09,43649
Pfizer/BioNTech,Latvia,2021-03-09,35412
Moderna,Latvia,2021-03-10,9186
Oxford/AstraZeneca,Latvia,2021-03-10,45298
Pfizer/BioNTech,Latvia,2021-03-10,35986
Moderna,Latvia,2021-03-11,9353
Oxford/AstraZeneca,Latvia,2021-03-11,47664
Pfizer/BioNTech,Latvia,2021-03-11,36136
Moderna,Latvia,2021-03-12,9486
Oxford/AstraZeneca,Latvia,2021-03-12,52495
Pfizer/BioNTech,Latvia,2021-03-12,36187
Moderna,Latvia,2021-03-13,9559
Oxford/AstraZeneca,Latvia,2021-03-13,53359
Pfizer/BioNTech,Latvia,2021-03-13,36193
Johnson&Johnson,Latvia,2021-03-14,11
Moderna,Latvia,2021-03-14,9560
Oxford/AstraZeneca,Latvia,2021-03-14,53434
Pfizer/BioNTech,Latvia,2021-03-14,36196
Sinovac,Latvia,2021-03-14,2
Moderna,Latvia,2021-03-15,9705
Oxford/AstraZeneca,Latvia,2021-03-15,57091
Pfizer/BioNTech,Latvia,2021-03-15,36206
Sinopharm/Beijing,Latvia,2021-03-15,8
Johnson&Johnson,Latvia,2021-03-16,13
Moderna,Latvia,2021-03-16,9875
Oxford/AstraZeneca,Latvia,2021-03-16,57122
Pfizer/BioNTech,Latvia,2021-03-16,36231
Moderna,Latvia,2021-03-17,10040
Oxford/AstraZeneca,Latvia,2021-03-17,57140
Pfizer/BioNTech,Latvia,2021-03-17,36248
Johnson&Johnson,Latvia,2021-03-18,14
Moderna,Latvia,2021-03-18,10296
Oxford/AstraZeneca,Latvia,2021-03-18,57154
Pfizer/BioNTech,Latvia,2021-03-18,36312
Moderna,Latvia,2021-03-19,10640
Oxford/AstraZeneca,Latvia,2021-03-19,57491
Pfizer/BioNTech,Latvia,2021-03-19,36418
Moderna,Latvia,2021-03-20,10691
Oxford/AstraZeneca,Latvia,2021-03-20,57868
Pfizer/BioNTech,Latvia,2021-03-20,36423
Moderna,Latvia,2021-03-21,10695
Oxford/AstraZeneca,Latvia,2021-03-21,57901
Pfizer/BioNTech,Latvia,2021-03-21,36431
Sinopharm/Beijing,Latvia,2021-03-21,9
Johnson&Johnson,Latvia,2021-03-22,15
Moderna,Latvia,2021-03-22,11358
Oxford/AstraZeneca,Latvia,2021-03-22,59940
Pfizer/BioNTech,Latvia,2021-03-22,36445
Johnson&Johnson,Latvia,2021-03-23,16
Moderna,Latvia,2021-03-23,12616
Oxford/AstraZeneca,Latvia,2021-03-23,64061
Pfizer/BioNTech,Latvia,2021-03-23,36653
Moderna,Latvia,2021-03-24,14115
Oxford/AstraZeneca,Latvia,2021-03-24,68224
Pfizer/BioNTech,Latvia,2021-03-24,37202
Moderna,Latvia,2021-03-25,15720
Oxford/AstraZeneca,Latvia,2021-03-25,71546
Pfizer/BioNTech,Latvia,2021-03-25,37696
Moderna,Latvia,2021-03-26,17380
Oxford/AstraZeneca,Latvia,2021-03-26,73464
